FECHA_CORTE,DEPARTAMENTO,PROVINCIA,DISTRITO,UBIGEO,FECHA_REGISTRO,PRODUCTO,PRECIO_MAYORISTA,PRECIO_MINORISTA,CATEGORIA,UNIDAD_MEDIDA_MAY,UNIDAD_MEDIDA_MIN
20250906,PIURA,PIURA,PIURA,200101,20250811,Zapallo macre,1.78,3.45,Hortalizas,KILOGRAMO,KILOGRAMO
20250906,PIURA,PIURA,PIURA,200101,20250811,Yuca blanca,1.91,3.95,Tuberculos,KILOGRAMO,KILOGRAMO
20250906,PIURA,PIURA,PIURA,200101,20250811,Vainita americana,3.53,5.6,Legumbres,KILOGRAMO,KILOGRAMO
20250906,PIURA,PIURA,PIURA,200101,20250811,Papa amarilla,3.71,4.75,Tuberculos,SACO GRANDE,KILOGRAMO
20250906,PIURA,PIURA,PIURA,200101,20250811,Uva red globe,4.71,7.35,Frutas,KILOGRAMO,KILOGRAMO
20250906,PIURA,PIURA,PIURA,200101,20250811,Camote morado,1.8,3.05,Tuberculos,SACO GRANDE,KILOGRAMO
20250906,PIURA,PIURA,PIURA,200101,20250811,Melocoton durazno huayco,5.5,10.25,Frutas,KILOGRAMO,KILOGRAMO
20250906,PIURA,PIURA,PIURA,200101,20250811,Arveja verde blanca serrana,4,7.55,Legumbres,MALLA MEDIANA,KILOGRAMO
20250906,PIURA,PIURA,PIURA,200101,20250811,Manzana israel,3.03,4.35,Frutas,KILOGRAMO,KILOGRAMO
20250906,PIURA,PIURA,PIURA,200101,20250811,Ajo criollo o napuri,8.5,17.9,Hortalizas,MALLA MEDIANA,KILOGRAMO
20250906,PIURA,PIURA,PIURA,200101,20250811,Manzana delicia,2.1,4.05,Frutas,KILOGRAMO,KILOGRAMO
20250906,PIURA,PIURA,PIURA,200101,20250811,Azucar rubia nacional (granel),3.39,4.55,Agro-industriales,SACO NORMAL,KILOGRAMO
20250906,PIURA,PIURA,PIURA,200101,20250808,Zanahoria,1.79,3.65,Hortalizas,SACO MEDIANO,KILOGRAMO
20250906,PIURA,PIURA,PIURA,200101,20250808,Uva italia,5.25,7.75,Frutas,KILOGRAMO,KILOGRAMO
20250906,PIURA,PIURA,PIURA,200101,20250808,Leche reconstituida (azul) 395 gr,3.54,4.1,Agro-industriales,CAJA,LATA
20250906,PIURA,PIURA,PIURA,200101,20250808,Fideos nicolini tallarin,4.55,6.7,Agro-industriales,PAQUETE,KILOGRAMO
20250906,PIURA,PIURA,PIURA,200101,20250808,Choclo (tipo cusco),5.84,8.7,Cereales,CIENTO,UNIDAD
20250906,PIURA,PIURA,PIURA,200101,20250808,Aceite clasico botella 900 ml,7.87,10.8,Agro-industriales,CAJA CHICA,LITRO
20250906,PIURA,PIURA,PIURA,200101,20250808,Chirimoya cumbe,3.7,9.95,Frutas,CAJON CHICO,KILOGRAMO
20250906,PIURA,PIURA,PIURA,200101,20250808,Lenteja,5.1,8.2,Menestras,KILOGRAMO,KILOGRAMO
20250906,PIURA,PIURA,PIURA,200101,20250808,Platano bellaco,2.18,4.1,Frutas,LITRO,LITRO
20250906,PIURA,PIURA,PIURA,200101,20250808,Huevos rosados,6.54,10,Carnes y huevos,KILOGRAMO,KILOGRAMO
20250906,PIURA,PIURA,PIURA,200101,20250808,Leche fresca,3.1,4.9,Agro-industriales,LITRO,LITRO
20250906,PIURA,PIURA,PIURA,200101,20250808,Haba verde serrana,2,3.85,Legumbres,KILOGRAMO,KILOGRAMO
20250906,PIURA,PIURA,PIURA,200101,20250808,Garbanzo,5.1,9.65,Menestras,KILOGRAMO,KILOGRAMO
20250906,PIURA,PIURA,PIURA,200101,20250808,Pina criolla,2,2.8,Frutas,KILOGRAMO,KILOGRAMO
20250906,PIURA,PIURA,PIURA,200101,20250808,Frijol castilla,4.26,5.6,Menestras,KILOGRAMO,KILOGRAMO
20250906,PIURA,PIURA,PIURA,200101,20250808,Frijol canario,5.6,6.25,Menestras,KILOGRAMO,KILOGRAMO
20250906,PIURA,PIURA,PIURA,200101,20250808,Carne fresca de vacuno,20.5,22.75,Carnes y huevos,KILOGRAMO,KILOGRAMO
20250906,PIURA,PIURA,PIURA,200101,20250808,Carne de pollo (eviscerado),8.1,10.2,Carnes y huevos,KILOGRAMO,KILOGRAMO
20250906,PIURA,PIURA,PIURA,200101,20250808,Aji rocoto,4.1,6.55,Hortalizas,KILOGRAMO,KILOGRAMO
20250906,PIURA,PIURA,PIURA,200101,20250808,Aji escabeche,3.15,3.95,Hortalizas,KILOGRAMO,MALLA
20250906,PIURA,PIURA,PIURA,200101,20250808,Limon sutil bolsa,2.07,4.45,Frutas,KILOGRAMO,KILOGRAMO
20250906,PIURA,PIURA,PIURA,200101,20250808,Papaya,2.08,3.1,Frutas,KILOGRAMO,KILOGRAMO
20250906,PIURA,PIURA,PIURA,200101,20250808,Palta fuerte,5.05,6.7,Frutas,KILOGRAMO,KILOGRAMO
20250906,PIURA,PIURA,PIURA,200101,20250808,Pallar,6.55,7.85,Menestras,KILOGRAMO,KILOGRAMO
20250906,PIURA,PIURA,PIURA,200101,20250808,Olluco largo,3.25,4.05,Tuberculos,KILOGRAMO,KILOGRAMO
20250906,PIURA,PIURA,PIURA,200101,20250808,Naranja valencia,2.26,3.4,Frutas,KILOGRAMO,KILOGRAMO
20250906,PIURA,PIURA,PIURA,200101,20250808,Cebolla cabeza roja,1.61,3.55,Hortalizas,SACO,KILOGRAMO
20250906,PIURA,PIURA,PIURA,200101,20250808,Carne de porcino (corte unico),14.9,20.2,Carnes y huevos,UNIDAD,KILOGRAMO
20250906,PIURA,PIURA,PIURA,200101,20250808,Uva alfonso lavalett,3.63,6.65,Frutas,KILOGRAMO,KILOGRAMO
20250906,PIURA,PIURA,PIURA,200101,20250808,Melon coquito,3.13,3.55,Frutas,KILOGRAMO,KILOGRAMO
20250906,PIURA,PIURA,PIURA,200101,20250808,Sandia,1.75,2.55,Frutas,KILOGRAMO,KILOGRAMO
20250906,PIURA,PIURA,PIURA,200101,20250808,Papa canchan,1.72,2.75,Tuberculos,SACO GRANDE,KILOGRAMO
20250906,PIURA,PIURA,PIURA,200101,20250808,Tomate,1.82,4.55,Hortalizas,KILOGRAMO,KILOGRAMO
20250906,PIURA,PIURA,PIURA,200101,20250808,Azucar blanca nacional (granel),4.04,4.55,Agro-industriales,SACO NORMAL,KILOGRAMO
20250906,PIURA,PIURA,PIURA,200101,20250808,Arroz superior,3.03,4.05,Cereales,SACO NORMAL,KILOGRAMO
20250906,PIURA,PIURA,PIURA,200101,20250808,Arroz extra,3.18,4.55,Cereales,SACO NORMAL,KILOGRAMO
20250906,PIURA,PIURA,PIURA,200101,20250808,Zapallo macre,1.78,3.45,Hortalizas,KILOGRAMO,KILOGRAMO
20250906,PIURA,PIURA,PIURA,200101,20250808,Yuca blanca,1.91,3.95,Tuberculos,KILOGRAMO,KILOGRAMO
20250906,PIURA,PIURA,PIURA,200101,20250808,Vainita americana,3.54,5.55,Legumbres,KILOGRAMO,KILOGRAMO
20250906,PIURA,PIURA,PIURA,200101,20250808,Papa amarilla,3.69,4.7,Tuberculos,SACO GRANDE,KILOGRAMO
20250906,PIURA,PIURA,PIURA,200101,20250808,Uva red globe,4.71,7.35,Frutas,KILOGRAMO,KILOGRAMO
20250906,PIURA,PIURA,PIURA,200101,20250808,Camote morado,1.8,3.05,Tuberculos,SACO GRANDE,KILOGRAMO
20250906,PIURA,PIURA,PIURA,200101,20250808,Melocoton durazno huayco,5.48,10.25,Frutas,KILOGRAMO,KILOGRAMO
20250906,PIURA,PIURA,PIURA,200101,20250808,Arveja verde blanca serrana,3.98,7.55,Legumbres,MALLA MEDIANA,KILOGRAMO
20250906,PIURA,PIURA,PIURA,200101,20250808,Manzana israel,3,4.35,Frutas,KILOGRAMO,KILOGRAMO
20250906,PIURA,PIURA,PIURA,200101,20250808,Ajo criollo o napuri,8.5,17.85,Hortalizas,MALLA MEDIANA,KILOGRAMO
20250906,PIURA,PIURA,PIURA,200101,20250808,Manzana delicia,2.15,4,Frutas,KILOGRAMO,KILOGRAMO
20250906,PIURA,PIURA,PIURA,200101,20250808,Azucar rubia nacional (granel),3.39,4.55,Agro-industriales,SACO NORMAL,KILOGRAMO
20250906,PIURA,PIURA,PIURA,200101,20250808,Platano seda congo,1.96,4.2,Frutas,KILOGRAMO,KILOGRAMO
20250806,PIURA,PIURA,PIURA,200101,20250730,Yuca blanca,1.88,3.85,Tuberculos,KILOGRAMO,KILOGRAMO
20250806,PIURA,PIURA,PIURA,200101,20250730,Leche fresca,3.1,4.9,Agro-industriales,LITRO,LITRO
20250806,PIURA,PIURA,PIURA,200101,20250730,Olluco largo,3.25,4.05,Tuberculos,KILOGRAMO,KILOGRAMO
20250806,PIURA,PIURA,PIURA,200101,20250730,Zanahoria,1.85,3.65,Hortalizas,SACO MEDIANO,KILOGRAMO
20250806,PIURA,PIURA,PIURA,200101,20250730,Azucar rubia nacional (granel),3.39,4.35,Agro-industriales,SACO NORMAL,KILOGRAMO
20250806,PIURA,PIURA,PIURA,200101,20250730,Carne de pollo (eviscerado),8.05,10.15,Carnes y huevos,KILOGRAMO,KILOGRAMO
20250806,PIURA,PIURA,PIURA,200101,20250730,Carne de porcino (corte unico),14.9,20.15,Carnes y huevos,UNIDAD,KILOGRAMO
20250806,PIURA,PIURA,PIURA,200101,20250730,Haba verde serrana,2.13,3.85,Legumbres,KILOGRAMO,KILOGRAMO
20250806,PIURA,PIURA,PIURA,200101,20250730,Ajo criollo o napuri,8.57,17.85,Hortalizas,MALLA MEDIANA,KILOGRAMO
20250806,PIURA,PIURA,PIURA,200101,20250730,Huevos rosados,6.54,9.8,Carnes y huevos,KILOGRAMO,KILOGRAMO
20250806,PIURA,PIURA,PIURA,200101,20250730,Chirimoya cumbe,3.7,9.85,Frutas,CAJON CHICO,KILOGRAMO
20250806,PIURA,PIURA,PIURA,200101,20250730,Zapallo macre,1.7,3.55,Hortalizas,KILOGRAMO,KILOGRAMO
20250806,PIURA,PIURA,PIURA,200101,20250730,Carne fresca de vacuno,19.5,22.75,Carnes y huevos,KILOGRAMO,KILOGRAMO
20250806,PIURA,PIURA,PIURA,200101,20250730,Platano bellaco,2.07,4.1,Frutas,LITRO,LITRO
20250806,PIURA,PIURA,PIURA,200101,20250730,Pallar,6.55,8,Menestras,KILOGRAMO,KILOGRAMO
20250806,PIURA,PIURA,PIURA,200101,20250730,Palta fuerte,5.05,6.7,Frutas,KILOGRAMO,KILOGRAMO
20250806,PIURA,PIURA,PIURA,200101,20250730,Arveja verde blanca serrana,4.02,7.55,Legumbres,MALLA MEDIANA,KILOGRAMO
20250806,PIURA,PIURA,PIURA,200101,20250730,Choclo (tipo cusco),5.84,8.7,Cereales,CIENTO,UNIDAD
20250806,PIURA,PIURA,PIURA,200101,20250730,Arroz extra,3.18,4.55,Cereales,SACO NORMAL,KILOGRAMO
20250806,PIURA,PIURA,PIURA,200101,20250730,Manzana delicia,2.15,3.9,Frutas,KILOGRAMO,KILOGRAMO
20250806,PIURA,PIURA,PIURA,200101,20250730,Cebolla cabeza roja,1.61,3.7,Hortalizas,SACO,KILOGRAMO
20250806,PIURA,PIURA,PIURA,200101,20250730,Aceite clasico botella 900 ml,8.43,10.7,Agro-industriales,CAJA CHICA,LITRO
20250806,PIURA,PIURA,PIURA,200101,20250730,Manzana israel,2.98,4.35,Frutas,KILOGRAMO,KILOGRAMO
20250806,PIURA,PIURA,PIURA,200101,20250730,Lenteja,5.1,8.2,Menestras,KILOGRAMO,KILOGRAMO
20250806,PIURA,PIURA,PIURA,200101,20250730,Frijol canario,5.98,6.25,Menestras,KILOGRAMO,KILOGRAMO
20250806,PIURA,PIURA,PIURA,200101,20250730,Arroz superior,3.03,4.15,Cereales,SACO NORMAL,KILOGRAMO
20250806,PIURA,PIURA,PIURA,200101,20250730,Aji escabeche,3.13,4.15,Hortalizas,KILOGRAMO,MALLA
20250806,PIURA,PIURA,PIURA,200101,20250730,Frijol castilla,4.18,5.6,Menestras,KILOGRAMO,KILOGRAMO
20250806,PIURA,PIURA,PIURA,200101,20250730,Sandia,1.75,2.55,Frutas,KILOGRAMO,KILOGRAMO
20250806,PIURA,PIURA,PIURA,200101,20250730,Papaya,2.08,3.1,Frutas,KILOGRAMO,KILOGRAMO
20250806,PIURA,PIURA,PIURA,200101,20250730,Uva red globe,4.71,7.35,Frutas,KILOGRAMO,KILOGRAMO
20250806,PIURA,PIURA,PIURA,200101,20250730,Camote morado,1.8,3.05,Tuberculos,SACO GRANDE,KILOGRAMO
20250806,PIURA,PIURA,PIURA,200101,20250730,Fideos nicolini tallarin,4.55,6.7,Agro-industriales,PAQUETE,KILOGRAMO
20250806,PIURA,PIURA,PIURA,200101,20250730,Naranja valencia,2.26,3.4,Frutas,KILOGRAMO,KILOGRAMO
20250806,PIURA,PIURA,PIURA,200101,20250730,Leche reconstituida (azul) 395 gr,3.54,4.1,Agro-industriales,CAJA,LATA
20250806,PIURA,PIURA,PIURA,200101,20250730,Uva italia,5,7.75,Frutas,KILOGRAMO,KILOGRAMO
20250806,PIURA,PIURA,PIURA,200101,20250730,Azucar blanca nacional (granel),4.04,4.55,Agro-industriales,SACO NORMAL,KILOGRAMO
20250806,PIURA,PIURA,PIURA,200101,20250730,Melocoton durazno huayco,5.43,10.25,Frutas,KILOGRAMO,KILOGRAMO
20250806,PIURA,PIURA,PIURA,200101,20250730,Pina criolla,2,2.75,Frutas,KILOGRAMO,KILOGRAMO
20250806,PIURA,PIURA,PIURA,200101,20250730,Vainita americana,3.67,5.55,Legumbres,KILOGRAMO,KILOGRAMO
20250806,PIURA,PIURA,PIURA,200101,20250730,Melon coquito,3.13,3.55,Frutas,KILOGRAMO,KILOGRAMO
20250806,PIURA,PIURA,PIURA,200101,20250730,Limon sutil bolsa,2.13,4.3,Frutas,KILOGRAMO,KILOGRAMO
20250806,PIURA,PIURA,PIURA,200101,20250730,Platano seda congo,1.96,4.2,Frutas,KILOGRAMO,KILOGRAMO
20250806,PIURA,PIURA,PIURA,200101,20250730,Papa amarilla,3.62,4.5,Tuberculos,SACO GRANDE,KILOGRAMO
20250806,PIURA,PIURA,PIURA,200101,20250730,Papa canchan,1.69,2.65,Tuberculos,SACO GRANDE,KILOGRAMO
20250806,PIURA,PIURA,PIURA,200101,20250730,Aji rocoto,4.05,6.55,Hortalizas,KILOGRAMO,KILOGRAMO
20250806,PIURA,PIURA,PIURA,200101,20250730,Garbanzo,5.25,9.65,Menestras,KILOGRAMO,KILOGRAMO
20250806,PIURA,PIURA,PIURA,200101,20250730,Tomate,1.95,4.45,Hortalizas,KILOGRAMO,KILOGRAMO
20250806,PIURA,PIURA,PIURA,200101,20250730,Uva alfonso lavalett,3.71,6.7,Frutas,KILOGRAMO,KILOGRAMO
20250806,PIURA,PIURA,PIURA,200101,20250725,Carne de porcino (corte unico),14.9,20.15,Carnes y huevos,UNIDAD,KILOGRAMO
20250806,PIURA,PIURA,PIURA,200101,20250725,Haba verde serrana,2.12,3.85,Legumbres,KILOGRAMO,KILOGRAMO
20250806,PIURA,PIURA,PIURA,200101,20250725,Ajo criollo o napuri,8.53,17.65,Hortalizas,MALLA MEDIANA,KILOGRAMO
20250806,PIURA,PIURA,PIURA,200101,20250725,Huevos rosados,6.54,10,Carnes y huevos,KILOGRAMO,KILOGRAMO
20250806,PIURA,PIURA,PIURA,200101,20250725,Chirimoya cumbe,3.7,9.65,Frutas,CAJON CHICO,KILOGRAMO
20250806,PIURA,PIURA,PIURA,200101,20250725,Zapallo macre,1.7,3.55,Hortalizas,KILOGRAMO,KILOGRAMO
20250806,PIURA,PIURA,PIURA,200101,20250725,Carne fresca de vacuno,19.5,22.4,Carnes y huevos,KILOGRAMO,KILOGRAMO
20250806,PIURA,PIURA,PIURA,200101,20250725,Platano bellaco,2.07,4.1,Frutas,LITRO,LITRO
20250806,PIURA,PIURA,PIURA,200101,20250725,Pallar,6.55,8,Menestras,KILOGRAMO,KILOGRAMO
20250806,PIURA,PIURA,PIURA,200101,20250725,Palta fuerte,5.37,6.65,Frutas,KILOGRAMO,KILOGRAMO
20250806,PIURA,PIURA,PIURA,200101,20250725,Arveja verde blanca serrana,3.98,7.55,Legumbres,MALLA MEDIANA,KILOGRAMO
20250806,PIURA,PIURA,PIURA,200101,20250725,Choclo (tipo cusco),5.7,8.7,Cereales,CIENTO,UNIDAD
20250806,PIURA,PIURA,PIURA,200101,20250725,Arroz extra,3.18,4.55,Cereales,SACO NORMAL,KILOGRAMO
20250806,PIURA,PIURA,PIURA,200101,20250725,Manzana delicia,2.13,3.8,Frutas,KILOGRAMO,KILOGRAMO
20250806,PIURA,PIURA,PIURA,200101,20250725,Cebolla cabeza roja,1.61,3.4,Hortalizas,SACO,KILOGRAMO
20250806,PIURA,PIURA,PIURA,200101,20250725,Aceite clasico botella 900 ml,8.43,10.7,Agro-industriales,CAJA CHICA,LITRO
20250806,PIURA,PIURA,PIURA,200101,20250725,Manzana israel,2.93,4.35,Frutas,KILOGRAMO,KILOGRAMO
20250806,PIURA,PIURA,PIURA,200101,20250725,Lenteja,5.1,8.2,Menestras,KILOGRAMO,KILOGRAMO
20250806,PIURA,PIURA,PIURA,200101,20250725,Frijol canario,5.98,6.25,Menestras,KILOGRAMO,KILOGRAMO
20250806,PIURA,PIURA,PIURA,200101,20250725,Arroz superior,3.03,4.15,Cereales,SACO NORMAL,KILOGRAMO
20250806,PIURA,PIURA,PIURA,200101,20250725,Aji escabeche,3.14,4.15,Hortalizas,KILOGRAMO,MALLA
20250806,PIURA,PIURA,PIURA,200101,20250725,Frijol castilla,4.18,5.45,Menestras,KILOGRAMO,KILOGRAMO
20250806,PIURA,PIURA,PIURA,200101,20250725,Sandia,1.75,2.55,Frutas,KILOGRAMO,KILOGRAMO
20250806,PIURA,PIURA,PIURA,200101,20250725,Papaya,2.08,3.1,Frutas,KILOGRAMO,KILOGRAMO
20250806,PIURA,PIURA,PIURA,200101,20250725,Uva red globe,4.71,7.35,Frutas,KILOGRAMO,KILOGRAMO
20250806,PIURA,PIURA,PIURA,200101,20250725,Camote morado,1.74,3.05,Tuberculos,SACO GRANDE,KILOGRAMO
20250806,PIURA,PIURA,PIURA,200101,20250725,Fideos nicolini tallarin,4.55,6.7,Agro-industriales,PAQUETE,KILOGRAMO
20250806,PIURA,PIURA,PIURA,200101,20250725,Naranja valencia,2.26,3.4,Frutas,KILOGRAMO,KILOGRAMO
20250806,PIURA,PIURA,PIURA,200101,20250725,Leche reconstituida (azul) 395 gr,3.54,4.1,Agro-industriales,CAJA,LATA
20250806,PIURA,PIURA,PIURA,200101,20250725,Uva italia,5,7.75,Frutas,KILOGRAMO,KILOGRAMO
20250806,PIURA,PIURA,PIURA,200101,20250725,Azucar blanca nacional (granel),4.04,4.55,Agro-industriales,SACO NORMAL,KILOGRAMO
20250806,PIURA,PIURA,PIURA,200101,20250725,Melocoton durazno huayco,5.43,10.25,Frutas,KILOGRAMO,KILOGRAMO
20250806,PIURA,PIURA,PIURA,200101,20250725,Pina criolla,2,2.75,Frutas,KILOGRAMO,KILOGRAMO
20250806,PIURA,PIURA,PIURA,200101,20250725,Vainita americana,3.67,5.55,Legumbres,KILOGRAMO,KILOGRAMO
20250806,PIURA,PIURA,PIURA,200101,20250725,Melon coquito,3.13,3.55,Frutas,KILOGRAMO,KILOGRAMO
20250806,PIURA,PIURA,PIURA,200101,20250725,Limon sutil bolsa,2.07,4.05,Frutas,KILOGRAMO,KILOGRAMO
20250806,PIURA,PIURA,PIURA,200101,20250725,Platano seda congo,1.96,4.2,Frutas,KILOGRAMO,KILOGRAMO
20250806,PIURA,PIURA,PIURA,200101,20250725,Papa canchan,1.59,2.65,Tuberculos,SACO GRANDE,KILOGRAMO
20250806,PIURA,PIURA,PIURA,200101,20250725,Aji rocoto,4.05,6.55,Hortalizas,KILOGRAMO,KILOGRAMO
20250806,PIURA,PIURA,PIURA,200101,20250725,Garbanzo,5.25,9.75,Menestras,KILOGRAMO,KILOGRAMO
20250806,PIURA,PIURA,PIURA,200101,20250725,Tomate,1.95,4.45,Hortalizas,KILOGRAMO,KILOGRAMO
20250806,PIURA,PIURA,PIURA,200101,20250725,Uva alfonso lavalett,3.71,6.65,Frutas,KILOGRAMO,KILOGRAMO
20250806,PIURA,PIURA,PIURA,200101,20250725,Papa amarilla,3.67,4.45,Tuberculos,SACO GRANDE,KILOGRAMO
20250806,PIURA,PIURA,PIURA,200101,20250725,Yuca blanca,1.88,3.85,Tuberculos,KILOGRAMO,KILOGRAMO
20250806,PIURA,PIURA,PIURA,200101,20250725,Leche fresca,3.1,4.9,Agro-industriales,LITRO,LITRO
20250806,PIURA,PIURA,PIURA,200101,20250725,Olluco largo,3.25,4.1,Tuberculos,KILOGRAMO,KILOGRAMO
20250806,PIURA,PIURA,PIURA,200101,20250725,Zanahoria,1.85,3.65,Hortalizas,SACO MEDIANO,KILOGRAMO
20250806,PIURA,PIURA,PIURA,200101,20250725,Azucar rubia nacional (granel),3.4,4.1,Agro-industriales,SACO NORMAL,KILOGRAMO
20250806,PIURA,PIURA,PIURA,200101,20250725,Carne de pollo (eviscerado),8,10.15,Carnes y huevos,KILOGRAMO,KILOGRAMO
20250806,PIURA,PIURA,PIURA,200101,20250721,Ajo criollo o napuri,8.45,17.65,Hortalizas,MALLA MEDIANA,KILOGRAMO
20250806,PIURA,PIURA,PIURA,200101,20250721,Huevos rosados,6.58,10,Carnes y huevos,KILOGRAMO,KILOGRAMO
20250806,PIURA,PIURA,PIURA,200101,20250721,Chirimoya cumbe,3.6,9.4,Frutas,CAJON CHICO,KILOGRAMO
20250806,PIURA,PIURA,PIURA,200101,20250721,Zapallo macre,1.7,3.55,Hortalizas,KILOGRAMO,KILOGRAMO
20250806,PIURA,PIURA,PIURA,200101,20250721,Carne fresca de vacuno,22.5,20.8,Carnes y huevos,KILOGRAMO,KILOGRAMO
20250806,PIURA,PIURA,PIURA,200101,20250721,Platano bellaco,2.01,4.05,Frutas,LITRO,LITRO
20250806,PIURA,PIURA,PIURA,200101,20250721,Pallar,6.55,8,Menestras,KILOGRAMO,KILOGRAMO
20250806,PIURA,PIURA,PIURA,200101,20250721,Palta fuerte,5.37,6.6,Frutas,KILOGRAMO,KILOGRAMO
20250806,PIURA,PIURA,PIURA,200101,20250721,Arveja verde blanca serrana,3.98,7.55,Legumbres,MALLA MEDIANA,KILOGRAMO
20250806,PIURA,PIURA,PIURA,200101,20250721,Choclo (tipo cusco),5.8,8.7,Cereales,CIENTO,UNIDAD
20250806,PIURA,PIURA,PIURA,200101,20250721,Arroz extra,3.18,4.55,Cereales,SACO NORMAL,KILOGRAMO
20250806,PIURA,PIURA,PIURA,200101,20250721,Manzana delicia,2.13,3.8,Frutas,KILOGRAMO,KILOGRAMO
20250806,PIURA,PIURA,PIURA,200101,20250721,Cebolla cabeza roja,1.61,3.4,Hortalizas,SACO,KILOGRAMO
20250806,PIURA,PIURA,PIURA,200101,20250721,Aceite clasico botella 900 ml,8.43,10.7,Agro-industriales,CAJA CHICA,LITRO
20250806,PIURA,PIURA,PIURA,200101,20250721,Manzana israel,3,4.35,Frutas,KILOGRAMO,KILOGRAMO
20250806,PIURA,PIURA,PIURA,200101,20250721,Lenteja,5.1,7.9,Menestras,KILOGRAMO,KILOGRAMO
20250806,PIURA,PIURA,PIURA,200101,20250721,Frijol canario,5.9,6.25,Menestras,KILOGRAMO,KILOGRAMO
20250806,PIURA,PIURA,PIURA,200101,20250721,Arroz superior,3.01,4,Cereales,SACO NORMAL,KILOGRAMO
20250806,PIURA,PIURA,PIURA,200101,20250721,Aji escabeche,3.06,4.15,Hortalizas,KILOGRAMO,MALLA
20250806,PIURA,PIURA,PIURA,200101,20250721,Frijol castilla,4.17,5.45,Menestras,KILOGRAMO,KILOGRAMO
20250806,PIURA,PIURA,PIURA,200101,20250721,Sandia,1.75,2.55,Frutas,KILOGRAMO,KILOGRAMO
20250806,PIURA,PIURA,PIURA,200101,20250721,Papaya,2.04,3.1,Frutas,KILOGRAMO,KILOGRAMO
20250806,PIURA,PIURA,PIURA,200101,20250721,Uva red globe,4.71,7.35,Frutas,KILOGRAMO,KILOGRAMO
20250806,PIURA,PIURA,PIURA,200101,20250721,Camote morado,1.74,3.05,Tuberculos,SACO GRANDE,KILOGRAMO
20250806,PIURA,PIURA,PIURA,200101,20250721,Fideos nicolini tallarin,4.45,6.7,Agro-industriales,PAQUETE,KILOGRAMO
20250806,PIURA,PIURA,PIURA,200101,20250721,Naranja valencia,2.26,3.35,Frutas,KILOGRAMO,KILOGRAMO
20250806,PIURA,PIURA,PIURA,200101,20250721,Leche reconstituida (azul) 395 gr,3.57,4.2,Agro-industriales,CAJA,LATA
20250806,PIURA,PIURA,PIURA,200101,20250721,Uva italia,5.08,7.75,Frutas,KILOGRAMO,KILOGRAMO
20250806,PIURA,PIURA,PIURA,200101,20250721,Azucar blanca nacional (granel),4.05,4.55,Agro-industriales,SACO NORMAL,KILOGRAMO
20250806,PIURA,PIURA,PIURA,200101,20250721,Melocoton durazno huayco,5.43,10.25,Frutas,KILOGRAMO,KILOGRAMO
20250806,PIURA,PIURA,PIURA,200101,20250721,Pina criolla,2,2.75,Frutas,KILOGRAMO,KILOGRAMO
20250806,PIURA,PIURA,PIURA,200101,20250721,Vainita americana,3.67,5.55,Legumbres,KILOGRAMO,KILOGRAMO
20250806,PIURA,PIURA,PIURA,200101,20250721,Melon coquito,3.04,3.45,Frutas,KILOGRAMO,KILOGRAMO
20250806,PIURA,PIURA,PIURA,200101,20250721,Limon sutil bolsa,2.01,3.95,Frutas,KILOGRAMO,KILOGRAMO
20250806,PIURA,PIURA,PIURA,200101,20250721,Platano seda congo,1.93,4.2,Frutas,KILOGRAMO,KILOGRAMO
20250806,PIURA,PIURA,PIURA,200101,20250721,Papa canchan,1.47,2.65,Tuberculos,SACO GRANDE,KILOGRAMO
20250806,PIURA,PIURA,PIURA,200101,20250721,Aji rocoto,4.05,6.25,Hortalizas,KILOGRAMO,KILOGRAMO
20250806,PIURA,PIURA,PIURA,200101,20250721,Garbanzo,5.22,9.75,Menestras,KILOGRAMO,KILOGRAMO
20250806,PIURA,PIURA,PIURA,200101,20250721,Tomate,1.95,4.45,Hortalizas,KILOGRAMO,KILOGRAMO
20250806,PIURA,PIURA,PIURA,200101,20250721,Uva alfonso lavalett,3.71,6.65,Frutas,KILOGRAMO,KILOGRAMO
20250806,PIURA,PIURA,PIURA,200101,20250721,Papa amarilla,3.61,4.45,Tuberculos,SACO GRANDE,KILOGRAMO
20250806,PIURA,PIURA,PIURA,200101,20250721,Yuca blanca,1.88,3.85,Tuberculos,KILOGRAMO,KILOGRAMO
20250806,PIURA,PIURA,PIURA,200101,20250721,Leche fresca,3.05,4.85,Agro-industriales,LITRO,LITRO
20250806,PIURA,PIURA,PIURA,200101,20250721,Olluco largo,3.25,4.1,Tuberculos,KILOGRAMO,KILOGRAMO
20250806,PIURA,PIURA,PIURA,200101,20250721,Zanahoria,1.85,3.65,Hortalizas,SACO MEDIANO,KILOGRAMO
20250806,PIURA,PIURA,PIURA,200101,20250721,Azucar rubia nacional (granel),3.4,4.1,Agro-industriales,SACO NORMAL,KILOGRAMO
20250806,PIURA,PIURA,PIURA,200101,20250721,Carne de pollo (eviscerado),8,10.15,Carnes y huevos,KILOGRAMO,KILOGRAMO
20250806,PIURA,PIURA,PIURA,200101,20250721,Carne de porcino (corte unico),14.9,20.25,Carnes y huevos,UNIDAD,KILOGRAMO
20250806,PIURA,PIURA,PIURA,200101,20250721,Haba verde serrana,2.11,3.85,Legumbres,KILOGRAMO,KILOGRAMO
20250806,PIURA,PIURA,PIURA,200101,20250711,Palta fuerte,5.37,6.6,Frutas,KILOGRAMO,KILOGRAMO
